Date,Store_ID,Product_ID,Category,Region,Inventory Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
20-03-2023,Spencer_CHN_01,PROD_00346,furniture,South,966,496,784,722,9040.37,0.05,rainy,TRUE,11460.77,Medium
08-01-2024,BIGBAZAAR_NGP_01,PROD_00035,cosmetics,West,,248,169,271,1027.86,0.17,Cloudy,TRUE,1292.92,Low
06-19-2024,RELIANCE_LKW_01,PROD_00414,Furnishings,North,179,120,212,105,12213.19,0.11,,Republic Day,11057.99,Low
19-01-2023,BIGBAZAAR_NGP_01,PROD_00328,Groceries,West,12832,658,0,534,396.93,0.04,Rainy,Holi Offer,343.13,Low
22-01-2024,AMAZON_DEL_01,PROD_00193,BEAUTY,North,282,236,191,370,897.45,0.45,Sunny,FALSE,741.01,Low
19-05-2023,MEESHO_KOL_01,PROD_00118,furniture,East,49,18,42,9,,0.19,sunny,Independence Day,13830.95,Medium
24-06-2022,DMART_MUM_01,PROD_00452,FURNITURE,West,238,0,134,220,600,0.21,Sunny,TRUE,10588.77,Low
05-18-2024,DMART_DEL_02,PROD_00384,Kids,North,1141,329,1352,491,1074.7,,Cloudy,0,1389.14,Normal
01-15-2023,AMAZON_MUM_02,PROD_00075,CLOTHING,West,1117,420,1112,262,1430.16,0.3,Cloudy,Holi Offer,1625.52,Low
13-06-2022,LOCALMART_JDP_01,PROD_00271,electronics,West,25,11,12,-12,,0.25,Overcast,FALSE,17406.09,Slow
17-12-2023,DMART_MUM_01,PROD_00446,Fitness,West,1402,467,444,515,2264.28,0.01,clear,TRUE,2879.47,Festive
02-07-2022,LOCALMART_JDP_01,PROD_00017,books,West,1104,541,1023,701,604.78,0.23,Rain,1,658.23,Off-season
27-06-2023,DMART_CHN_04,PROD_00398,apparel,South,808,492,253,693,1415.27,0.26,WINDY,1,1503.59,Off-season
28-08-2024,MEESHO_KOL_01,PROD_00485,Beauty,East,168,133,96,140,,0.13,Stormy,Navratri,684.23,Average
11-11-2024,DMART_BLR_03,PROD_00396,Electrnics,South,,251,240,221,14238.16,0.27,Stormy,NO,12235.69,Peak
22-02-2022,DMART_CHN_04,PROD_00016,Kids,South,431,146,440,100,857.61,0.15,,none,1111.84,Low
02-08-2023,RELIANCE_LKW_01,PROD_00436,groc,North,19849,309,0,210,324.15,0.24,Mist,none,287.41,Average
02-02-2022,DMART_MUM_01,PROD_00067,Book,West,165,56,49,47,607.13,0.17,Drizzle,Republic Day,789.79,Off-season
09-05-2023,MEESHO_HYD_02,PROD_00448,Furniture,South,113,67,109,64,10024.96,0.29,SUN,Republic Day,7668.4,Average
09-12-2023,DMART_DEL_02,PROD_00274,furniture,North,,311,146,208,15533.08,0.05,Windy,Republic Day,18667.04,High
26-06-2024,FLIPKART_PUN_02,PROD_00132,Automotive,West,443,135,340,168,3372.26,0.43,Overcast,None,3359.21,Low
01-17-2022,MEESHO_KOL_01,PROD_00318,books,East,19292,15,0,12577,498.12,0.41,cloudy,Diwali Sale,361.47,Slow
16-06-2022,RELIANCE_LKW_01,PROD_00343,Furnishings,North,179,154,85,239,11362.81,0.43,overcast,Navratri,13528.05,Low
30-03-2025,FLIPKART_BLR_01,PROD_00301,Fitness,South,587,210,214,236,1401.03,0.34,stormy,NO,1174.61,Normal
22-12-2022,DMART_BLR_03,PROD_00366,Toy,South,,337,799,294,797.25,0.37,Stormy,FALSE,946.93,High
23-09-2024,FLIPKART_PUN_02,PROD_00081,Kids,West,362,220,255,195,1295.03,,RAINY,Onam Festival,1537.49,Medium
10-05-2022,JIOMART_PAT_01,PROD_00382,Books,East,850,472,733,376,329.08,0.22,foggy,New Year Sale,418.72,Average
11-11-2022,BIGBAZAAR_NGP_01,PROD_00337,Cosmetics,West,3613,3844,3922,5718,1091.43,0.02,Overcast,1,1012,High
16-11-2024,FLIPKART_BLR_01,PROD_00088,TOYS,South,681,285,447,358,934.02,0.27,windy,Diwali Sale,918.15,High
13-01-2024,DMART_MUM_01,PROD_00112,HOME & KITCHEN,West,358,234,275,161,2651.61,0.29,Fog,Onam Festival,2213.7,Slow
23-11-2022,AMAZON_MUM_02,PROD_00164,Toy,West,322,141,252,96,1206.74,0.06,,0,1079.89,Festive
15-07-2023,DMART_MUM_01,PROD_00187,Furnishings,West,595,414,463,297,12099.06,0.24,foggy,TRUE,15929.3,Slow
15-06-2022,BIGBAZAAR_NGP_01,PROD_00246,Electronics,West,,284,172,192,16716.68,0.08,windy,Independence Day,14254.97,Low
12-03-2023,BIGBAZAAR_NGP_01,PROD_00011,Automotive,West,335,104,134,25,,0.23,stormy,None,2980.29,Average
17-09-2024,FLIPKART_BLR_01,PROD_00062,apparel,South,301,15,308,226,,,Mist,Independence Day,1481.74,Off-season
19-10-2024,RELIANCE_LKW_01,PROD_00005,electronics,North,2661,939,1214,565,18594.95,0.23,,TRUE,19339.09,Low
03-12-2023,JIOMART_PAT_01,PROD_00024,Cosmetics,East,264,0,92,131,40,0.26,Wet,FALSE,866.85,Medium
01-12-2022,Spencer_CHN_01,PROD_00488,Cosmetics,South,527,242,313,296,643.45,0.34,Sunny,FALSE,530.52,High
07-06-2022,Spencer_CHN_01,PROD_00235,Furnishings,South,345,145,291,207,12127.03,0.27,SUNNY,None,9858.99,Off-season
15-04-2024,RELIANCE_LKW_01,PROD_00488,Cosmetics,North,1204,587,616,618,662.61,0.11,Windy,Christmas Sale,905.79,Medium
17-07-2022,AMAZON_DEL_01,PROD_00160,FURNITURE,North,875,0,705,636,13538.18,0.46,STORM,TRUE,17777.33,Low
07-11-2023,JIOMART_PAT_01,PROD_00014,Groceries,East,93,51,89,39,,0.28,Windy,TRUE,272.39,Slow
08-01-2023,MEESHO_HYD_02,PROD_00028,apparel,South,1243,420,1259,451,1311.86,0,cloudy,Diwali Sale,1019.94,Low
07-08-2024,DMART_DEL_02,PROD_00292,TOYS,North,890,273,804,212,1055.82,0.11,Mist,Independence Day,987.23,Medium
23-03-2023,LOCALMART_JDP_01,PROD_00346,Home,West,,23964,68811,16104,,0.07,Overcast,NO,3085.7,Average
28-10-2022,Spencer_CHN_01,PROD_00448,Books,South,812,332,565,338,478.08,0.41,SUN,1,382.27,Peak
27-05-2024,LOCALMART_JDP_01,PROD_00063,Electronics,West,1131,346,1186,491,19023.16,,stormy,New Year Sale,15587.4,Medium
03-10-2024,AMAZON_DEL_01,PROD_00103,Electronics,North,357,316,151,351,,0.3,clear,none,16555.64,Festive
08-06-2024,DMART_MUM_01,PROD_00228,AUTO,West,176,74,74,72,3332.7,0.2,Mist,FALSE,3573.8,Low
25-04-2025,Spencer_CHN_01,PROD_00415,Car Accessories,South,1219,1292,1343,1291,3519.84,0.44,SUNNY,Holi Offer,4350.53,Medium
29-11-2024,LOCALMART_JDP_01,PROD_00023,SPORTS,West,3312,1079,1989,1303,,0.32,clear,Eid Special,3017.02,High
23-07-2024,BIGBAZAAR_NGP_01,PROD_00173,apparel,West,215,73,162,15,1513.71,0.34,Sunny,Onam Festival,1360.11,Slow
26-02-2022,LOCALMART_JDP_01,PROD_00436,Sports,West,1320,459,1103,313,2057.99,0.42,WINDY,TRUE,1672.05,Low
03-16-2023,JIOMART_PAT_01,PROD_00276,Furnishings,East,706,215,744,280,135140.7,0.21,Drizzle,FALSE,141753.74,Average
05-01-2025,Spencer_CHN_01,PROD_00374,beauty,South,65,7,32,53,734.46,0.37,cloudy,Republic Day,725.4,Low
29-07-2022,MEESHO_HYD_02,PROD_00162,Toy,South,-161,122,179,140,1002.37,0.19,foggy,none,1202.98,Low
15-07-2024,DMART_DEL_02,PROD_00014,Cosmetics,North,242,73,85,71,990.35,0.04,WINDY,TRUE,776.39,Low
01-07-2022,MEESHO_HYD_02,PROD_00391,BOOKS,South,,299,433,256,364.94,0.32,Rainy,Christmas Sale,390.17,Off-season
06-05-2024,DMART_DEL_02,PROD_00490,Apparel,North,1242,568,1422,480,1044.07,0.09,Thunderstorm,Eid Special,842.88,Medium
01-11-2023,AMAZON_MUM_02,PROD_00238,HOME & KITCHEN,West,2096,1054,2333,943,2884.12,0.32,SUN,Holi Offer,2942.93,High
01-01-2023,DMART_CHN_04,PROD_00384,Home&Kitchen,South,144,101,76,128,2298.06,0.41,Breezy,Holi Offer,1789.43,Off-season
27-07-2022,FLIPKART_PUN_02,PROD_00346,toys,West,593,450,315,440,1173.17,,Mist,Navratri,1252.18,Slow
29-08-2023,MEESHO_HYD_02,PROD_00317,TOYS,South,265,104,106,122,987.04,0.15,STORM,TRUE,862.25,Medium
08-20-2023,BIGBAZAAR_NGP_01,PROD_00224,Elec,West,973,11,1114,370,14498.47,0.55,overcast,Independence Day,14871.25,Average
02-16-2022,RELIANCE_LKW_01,PROD_00184,Stationery,North,1527,0,1186,423,22.5,0.39,FOG,Eid Special,428.73,Off-season
11-11-2022,DMART_CHN_04,PROD_00119,Electrnics,South,1987,804,1204,733,,0.37,Storm,Eid Special,11217.18,High
07-02-2024,Spencer_CHN_01,PROD_00310,furniture,South,437,202,465,171,10827.7,0.34,Thunderstorm,0,10710.86,Slow
26-04-2024,BIGBAZAAR_NGP_01,PROD_00459,Auto,West,400,234,155,274,4626.33,0.08,Windy,Independence Day,4717.54,Medium
21-02-2023,DMART_BLR_03,PROD_00373,Electrnics,South,40,30,27,13,12330.52,0.43,stormy,Navratri,12667.98,Low
06-04-2024,MEESHO_KOL_01,PROD_00196,Furniture,East,100,35,46,7,9333.5,0.06,,FALSE,11327.82,Normal
18-10-2024,AMAZON_MUM_02,PROD_00398,Apparel,West,815,480,658,478,1645.91,0.26,Windy,TRUE,2272.03,High
02-14-2023,BIGBAZAAR_NGP_01,PROD_00329,Fitness,West,756,221,739,172,2037.99,0.14,windy,NO,2455.75,Low
03-12-2023,MEESHO_KOL_01,PROD_00185,Electrnics,East,,479,728,356,16938.35,,Stormy,Eid Special,18897.6,Peak
20-06-2022,DMART_MUM_01,PROD_00251,CLOTHING,West,,134,158,159,1098.29,0.35,STORM,Christmas Sale,1347.83,Low
07-07-2022,DMART_CHN_04,PROD_00040,home,South,1232,405,1456,332,25467.81,0.17,,Diwali Sale,31136.96,Low
03-29-2022,LOCALMART_JDP_01,PROD_00195,Apparel,West,1115,435,386,301,1329.76,0.44,stormy,Navratri,1591.64,Average
28-08-2023,JIOMART_PAT_01,PROD_00006,toys,East,1014,388,991,519,1005.8,0.31,Cloudy,New Year Sale,1389.3,Average
24-08-2023,LOCALMART_JDP_01,PROD_00332,Home,West,43,32,38,48,2475.47,,Fog,Republic Day,2111.87,Average
28-12-2024,RELIANCE_LKW_01,PROD_00180,Electronic,North,398,133,182,115,16161.39,0.32,Wet,Diwali Sale,19301.2,High
30-05-2023,MEESHO_HYD_02,PROD_00050,Furnishings,South,682,301,295,377,13077.68,0.39,Cloudy,FALSE,10536.85,Medium
07-08-2023,MEESHO_HYD_02,PROD_00360,Stationery,South,506,467,603,516,331.4,0.42,foggy,Navratri,314.89,Average
02-11-2024,FLIPKART_BLR_01,PROD_00428,Book,South,788,393,921,463,367.45,0.33,Windy,Christmas Sale,368.75,High
12-05-2022,DMART_MUM_01,PROD_00058,Groceries,West,1864,576,1775,558,312.08,0.31,overcast,Christmas Sale,224.44,Average
07-12-2022,FLIPKART_PUN_02,PROD_00431,sports,West,1965,941,634,1185,1613.86,0.2,Wet,Holi Offer,1384.83,Peak
11-03-2025,MEESHO_KOL_01,PROD_00064,apparel,East,17,10,16,47,1009.46,0.44,overcast,0,1109.34,Medium
03-02-2022,JIOMART_PAT_01,PROD_00213,Fitness,East,120,43,97,41,1298.18,0.41,Rain,Independence Day,1681.83,Medium
08-09-2023,MEESHO_KOL_01,PROD_00171,Stationery,East,1078,636,976,627,466.67,0.21,,TRUE,443.29,Average
06-02-2025,DMART_MUM_01,PROD_00200,Fitness,West,219,104,122,95,1840.6,0.23,SUN,FALSE,1694.45,Low
28-01-2022,AMAZON_MUM_02,PROD_00497,HOME & KITCHEN,West,215,114,200,164,3192.56,0.19,Cloudy,FALSE,2889.58,Low
09-07-2022,Spencer_CHN_01,PROD_00449,apparel,South,518,242,270,242,917.47,0.4,Windy,Holi Offer,1044.83,Slow
11-08-2024,DMART_BLR_03,PROD_00267,Home&Kitchen,South,355,186,253,185,1973.14,0.38,Windy,FALSE,1497.67,Medium
21-05-2022,DMART_BLR_03,PROD_00423,toys,South,64,30,54,5,993.49,0.41,Mist,none,1106.69,Average
17-07-2023,AMAZON_MUM_02,PROD_00125,Stationery,West,319,0,106,188,22.5,0.41,WINDY,none,637.24,Low
26-05-2023,MEESHO_KOL_01,PROD_00261,Stationery,East,369,173,149,225,440.25,0.26,Thunderstorm,none,366.38,Medium
04-22-2022,DMART_MUM_01,PROD_00405,Apparel,West,128,37,38,45,1196.76,0.28,Sunny,None,1107.86,Normal
09-18-2022,AMAZON_MUM_02,PROD_00191,clothing,West,,2337,1223,2653,1462.39,0.02,,1,1895.79,Normal
28-04-2023,MEESHO_HYD_02,PROD_00168,Car Accessories,South,118,40,91,88,2747.44,0.23,,New Year Sale,2701.02,Normal
10-03-2023,FLIPKART_BLR_01,PROD_00181,FURNITURE,South,304,88,239,82,11312.34,0.32,Sunny,TRUE,12644.18,Medium
20-11-2024,DMART_DEL_02,PROD_00175,groceries,North,203,112,174,94,449.12,0.4,Windy,NO,557.73,High
18-12-2022,FLIPKART_BLR_01,PROD_00133,Toys,South,,516,765,605,905.55,0.07,STORM,Independence Day,726.89,Off-season
07-30-2024,FLIPKART_BLR_01,PROD_00085,Books,South,392,157,252,108,396.68,0.08,,NO,300.02,Low
28-08-2023,DMART_CHN_04,PROD_00035,sports,South,141,44,73,56,1502.2,0.06,Fog,None,1329,Peak
12-06-2022,AMAZON_MUM_02,PROD_00156,Apparel,West,1584,484,1204,370,,0.06,Windy,New Year Sale,1212.97,Low
21-06-2023,DMART_BLR_03,PROD_00209,Automotive,South,398,168,289,190,42102.66,0.29,RAINY,0,43248.99,Low
05-01-2022,MEESHO_HYD_02,PROD_00301,furniture,South,505,12,394,161,,0.37,,Republic Day,12844.59,Low
19-06-2022,LOCALMART_JDP_01,PROD_00475,GROCERY,West,1507,687,598,842,446.84,0.32,sunny,TRUE,506.41,Low
27-05-2024,DMART_DEL_02,PROD_00007,TOYS,North,801,300,601,280,1007.04,0.27,Thunderstorm,FALSE,749.71,Normal
08-05-2024,Spencer_CHN_01,PROD_00066,groc,South,292,5,314,250,386.82,0.16,Sunny,FALSE,357,High
26-01-2024,AMAZON_DEL_01,PROD_00067,Car Accessories,North,,65,135,71,4363.48,0.3,clear,1,4061.4,Low
26-02-2024,MEESHO_HYD_02,PROD_00185,Home,South,184,74,168,63,,0.19,rainy,Eid Special,3136.08,Low
11-14-2023,AMAZON_DEL_01,PROD_00048,sports,North,604,534,407,490,2027.8,0.3,Wet,Navratri,2220.46,Festive
03-09-2022,JIOMART_PAT_01,PROD_00360,Automotive,East,142,62,71,79,,0.12,Rainy,FALSE,3080.92,Medium
08-08-2023,BIGBAZAAR_NGP_01,PROD_00024,cosmetics,West,12694,167,0,147,1089.42,0.25,Sunny,Diwali Sale,1272.21,Medium
23-07-2023,DMART_CHN_04,PROD_00119,Toys,South,428,135,485,137,1024.76,0.2,overcast,1,1109.67,Slow
09-02-2022,AMAZON_DEL_01,PROD_00131,Clothing,North,661,520,659,377,1190.66,0.05,rain,Diwali Sale,1514.23,Low
14-07-2022,MEESHO_HYD_02,PROD_00013,Clothing,South,187,112,211,113,1217.35,0.07,overcast,TRUE,1026.24,Slow
25-06-2025,DMART_CHN_04,PROD_00149,sports,South,,161,390,183,1355.43,0.44,Windy,None,1066.02,Slow
04-01-2024,Spencer_CHN_01,PROD_00185,Book,South,29,0,15,22,22.5,0.41,Windy,FALSE,553.84,Low
02-03-2022,Spencer_CHN_01,PROD_00290,Electronics,South,166,104,165,133,11418.06,0.16,Sunny,TRUE,9120.52,Normal
29-11-2024,DMART_CHN_04,PROD_00380,TOYS,South,1296,388,473,510,916.98,0.02,Cloudy,0,1035.94,High
06-15-2024,DMART_DEL_02,PROD_00401,Clothing,North,355,281,384,277,1177.44,0.35,,NO,1332.93,Low
21-07-2023,JIOMART_PAT_01,PROD_00312,Toys,East,285,95,165,57,1026.16,0.35,Clear,Republic Day,1079.57,Slow
26-11-2022,FLIPKART_PUN_02,PROD_00124,Elec,West,967,354,494,439,19017.44,,Storm,TRUE,14892.7,High
18-01-2022,MEESHO_KOL_01,PROD_00158,Groceries,East,134,79,91,130,280.78,0.28,Stormy,TRUE,316.97,Low
21-07-2022,DMART_BLR_03,PROD_00211,Toy,South,167,67,192,61,893.8,0.01,Breezy,none,607.41,Off-season
13-08-2024,DMART_CHN_04,PROD_00375,groceries,South,532,196,429,255,327.22,0.36,Windy,Navratri,452.3,Medium
14-03-2024,DMART_DEL_02,PROD_00034,Toy,North,75,26,62,60,772.3,,Clear,FALSE,641.72,Normal
19-10-2022,LOCALMART_JDP_01,PROD_00342,Kids,West,257,87,247,97,909.31,0.15,,0,884.16,High
25-06-2022,AMAZON_DEL_01,PROD_00102,Furnishings,North,1436,462,967,556,15161.45,0.01,stormy,Diwali Sale,17384.68,Low
18-03-2022,AMAZON_MUM_02,PROD_00205,Home,West,566,13,250,220,3093.39,0.59,WINDY,Holi Offer,3406.63,Normal
05-16-2023,AMAZON_MUM_02,PROD_00287,beauty,West,572,283,332,259,840.59,0.06,CLOUDY,FALSE,731.07,Average
24-05-2022,AMAZON_DEL_01,PROD_00435,clothing,North,761,309,406,230,979.25,,windy,NO,1251.63,Average
10-12-2024,RELIANCE_LKW_01,PROD_00402,Sport,North,1118,0,1040,192,,0.13,Windy,0,1468.33,Peak
28-12-2022,DMART_BLR_03,PROD_00349,Sport,South,1066,361,1259,443,1380.37,0.16,SUN,none,1830.94,Festive
24-06-2023,BIGBAZAAR_NGP_01,PROD_00322,home,West,922,382,824,423,2722.71,0.1,Windy,1,2778.81,Low
11-17-2024,MEESHO_KOL_01,PROD_00068,cosmetics,East,258,116,197,110,570.9,0.16,Clear,none,716.91,High
11-02-2024,DMART_CHN_04,PROD_00282,electronics,South,272,246,275,351,11708.73,0.05,FOG,TRUE,12925.19,Low
22-06-2024,LOCALMART_JDP_01,PROD_00245,Home & Kitchen,West,11875,276,0,252,2928.85,0.37,SUNNY,FALSE,3884.76,Low
12-03-2022,LOCALMART_JDP_01,PROD_00475,Electrnics,West,74839,75006,61284,48128,15797.45,0.11,Fair,none,20316.59,Normal
17-12-2022,DMART_DEL_02,PROD_00044,Automotive,North,2586,957,833,917,4312.75,0.44,Breezy,1,4643.97,High
27-06-2022,RELIANCE_LKW_01,PROD_00298,Kids,North,496,229,328,343,816.2,0.29,Storm,None,749.11,Off-season
09-05-2024,BIGBAZAAR_NGP_01,PROD_00424,FURNITURE,West,99,278,59,273,,0.18,CLOUDY,None,14364.26,Average
24-05-2022,FLIPKART_BLR_01,PROD_00135,Furnishings,South,513,186,583,185,12903.77,0.36,STORM,Republic Day,11819.89,Normal
27-11-2022,DMART_DEL_02,PROD_00158,Kids,North,303,173,93,150,802.05,0.11,rain,Christmas Sale,857.39,Off-season
13-08-2024,DMART_BLR_03,PROD_00371,Electronic,South,17475,130,0,128,14827.33,0.09,cloudy,Republic Day,14360.55,Normal
15-08-2024,DMART_BLR_03,PROD_00475,Toys,South,407,7,311,179,1110.41,0.43,CLOUDY,New Year Sale,1036.68,Average
14-04-2022,AMAZON_MUM_02,PROD_00179,clothing,West,346,143,280,159,1637.73,0.1,Breezy,NO,1971.88,Normal
06-23-2024,DMART_DEL_02,PROD_00377,home,North,195,74,145,58,2024.51,0,windy,FALSE,1652.99,Low
14-11-2022,MEESHO_KOL_01,PROD_00444,Stationery,East,374,118,257,70,461.49,0.38,rain,Republic Day,547.59,Peak
01-12-2023,MEESHO_KOL_01,PROD_00443,groc,East,961,293,533,296,255.1,0.01,Rainy,Christmas Sale,257.05,High
21-12-2023,FLIPKART_BLR_01,PROD_00425,groceries,South,1201,437,1346,572,383.7,0.4,WINDY,Diwali Sale,290.26,Peak
24-07-2023,DMART_CHN_04,PROD_00386,apparel,South,484,11,379,245,985.92,0.16,overcast,TRUE,1277.87,High
05-22-2023,JIOMART_PAT_01,PROD_00277,Toys,East,6626,6883,0,5841,804.22,0.08,Sunny,Eid Special,866.33,Normal
02-03-2023,FLIPKART_BLR_01,PROD_00499,cosmetics,South,595,197,320,332,799.15,0.34,Fair,Independence Day,700.46,Medium
26-10-2024,AMAZON_MUM_02,PROD_00131,Apparel,West,383,182,412,248,1098.01,,Fog,Republic Day,1217.04,Festive
21-05-2023,AMAZON_MUM_02,PROD_00007,Sport,West,346,118,381,128,2211.6,0.11,Sunny,FALSE,2472.47,Average
30-04-2024,Spencer_CHN_01,PROD_00149,Sports,South,205,133,123,132,1911.96,0.24,Drizzle,Christmas Sale,1404.18,Medium
01-04-2022,AMAZON_DEL_01,PROD_00349,Grocery,North,984,485,702,710,339.25,0.07,sunny,Diwali Sale,467.61,Medium
10-06-2024,DMART_BLR_03,PROD_00226,Home,South,426,124,209,101,2909.32,0.17,,none,3142.26,Off-season
26-05-2022,MEESHO_KOL_01,PROD_00398,HOME & KITCHEN,East,162,136,111,105,2650.28,0.17,Mist,TRUE,3216.13,Average
24-05-2023,DMART_MUM_01,PROD_00444,Books,West,816,235,864,322,471.98,0.29,FOG,New Year Sale,324.63,Low
13-09-2022,FLIPKART_BLR_01,PROD_00326,toys,South,,436,1219,263,1111.83,0.03,foggy,Navratri,1072.39,Average
11-04-2022,AMAZON_DEL_01,PROD_00380,Sports,North,211,86,116,25,,0.16,SUNNY,Republic Day,1961.59,Medium
27-11-2022,DMART_BLR_03,PROD_00119,Kids,South,-43,50,50,48,13548.3,0.25,Overcast,NO,16749.31,High
18-01-2025,MEESHO_KOL_01,PROD_00484,BEAUTY,East,475,412,368,412,631.29,0.34,rainy,TRUE,570.29,Off-season
09-19-2023,MEESHO_HYD_02,PROD_00291,groc,South,711,256,390,265,317.95,0.14,sunny,TRUE,357.93,Normal
31-12-2023,Spencer_CHN_01,PROD_00029,Beauty,South,614,340,254,366,666.28,0.17,,FALSE,622.89,Peak
26-03-2023,MEESHO_HYD_02,PROD_00469,Clothing,South,947,548,974,373,985.65,0.2,windy,New Year Sale,830.22,Normal
25-02-2022,DMART_DEL_02,PROD_00398,Home&Kitchen,North,189,91,204,90,2394.53,0.03,Mist,Independence Day,2816.28,Low
17-11-2022,RELIANCE_LKW_01,PROD_00099,HOME & KITCHEN,North,1368,930,777,775,,,SUN,Onam Festival,2351.79,Peak
16-12-2024,JIOMART_PAT_01,PROD_00045,FURNITURE,East,110,81,69,74,13232.68,0.25,,None,13848.07,Festive
31-07-2024,DMART_BLR_03,PROD_00357,toys,South,532,203,310,272,760.76,0.39,STORM,FALSE,703.82,Low
13-05-2024,AMAZON_DEL_01,PROD_00166,Kitchen,North,57,27,33,62,3167.37,0.13,Cloudy,Independence Day,2997.52,Normal
23-06-2024,DMART_MUM_01,PROD_00032,books,West,917,263,672,210,560.26,0.21,STORM,Holi Offer,571.03,Low
11-11-2023,DMART_BLR_03,PROD_00488,AUTO,South,2549,733,862,532,3245.4,0.12,Mist,New Year Sale,3296.32,High
26-06-2023,DMART_CHN_04,PROD_00476,groc,South,431,245,280,359,290,0.29,Stormy,Republic Day,300,Off-season
19-06-2022,AMAZON_MUM_02,PROD_00426,HOME & KITCHEN,West,723,272,771,163,2609.13,0.26,WINDY,NO,2845.68,Low
05-01-2023,JIOMART_PAT_01,PROD_00215,Book,East,49,15,46,4,419.72,0.17,FOG,Republic Day,539.88,Low
08-04-2023,DMART_DEL_02,PROD_00115,Sport,North,826,1089,781,1462,1633.41,0.28,Breezy,TRUE,1694.1,Average
15-05-2022,MEESHO_KOL_01,PROD_00373,Toys,East,175,129,164,103,1079.03,0.31,FOG,FALSE,1290.4,Average
01-01-2022,DMART_DEL_02,PROD_00290,TOYS,North,35,15,13,47,856.77,0.62,rainy,Republic Day,875.95,Slow
09-10-2022,DMART_DEL_02,PROD_00418,SPORTS,North,,120,172,176,1516.55,0.2,Thunderstorm,New Year Sale,1079.41,Average
29-07-2022,DMART_BLR_03,PROD_00189,books,South,34,11,35,13,486.09,0.43,,NO,463.69,Low
02-01-2022,AMAZON_MUM_02,PROD_00478,groc,West,1203,423,903,484,437.96,0.42,Breezy,Eid Special,491.49,Off-season
18-01-2023,LOCALMART_JDP_01,PROD_00391,Auto,West,,157,242,69,4185.4,0.1,Cloudy,New Year Sale,4815.71,Peak
01-10-2023,Spencer_CHN_01,PROD_00457,Electronics,South,1055,373,1082,378,11144.69,0.04,cloudy,NO,11778.89,Peak
25-10-2024,MEESHO_KOL_01,PROD_00408,Car Accessories,East,181,125,207,136,2689.9,0.16,foggy,1,2256.41,High
15-03-2024,JIOMART_PAT_01,PROD_00094,Elec,East,-164,127,164,164,15212.9,0.33,Cloudy,none,15663.04,Low
12-21-2022,FLIPKART_BLR_01,PROD_00348,home,South,582,540,616,647,1932.26,0.27,rain,Holi Offer,1705.88,Peak
01-05-2022,AMAZON_MUM_02,PROD_00208,automotive,West,427,283,220,186,3058.6,0.19,CLOUDY,Christmas Sale,3928.85,Average
13-01-2023,DMART_BLR_03,PROD_00246,Toys,South,265,541,143,724,,0.02,Mist,Independence Day,1220.54,Low
05-01-2022,RELIANCE_LKW_01,PROD_00044,Furniture,North,381,295,399,239,,0.01,sunny,Onam Festival,13579.86,Low
15-06-2025,RELIANCE_LKW_01,PROD_00152,furniture,North,655,205,706,188,11687.18,0.31,clear,1,11134.13,Slow
14-10-2023,DMART_BLR_03,PROD_00392,Home,South,1582,612,782,525,2229.38,0.05,Rainy,TRUE,2533.78,High
08-02-2023,Spencer_CHN_01,PROD_00478,Furnishings,South,787,245,425,249,9165.7,0.04,Storm,Onam Festival,11109.18,Slow
30-03-2022,AMAZON_DEL_01,PROD_00089,Grocery,North,1090,618,1265,727,305.15,0.4,windy,Eid Special,333.28,Average
09-09-2024,MEESHO_HYD_02,PROD_00161,Book,South,351,4,351,170,455.68,0.41,,New Year Sale,505.26,Medium
07-19-2022,DMART_CHN_04,PROD_00305,Furniture,South,150,68,54,66,13082.62,0.44,Windy,Onam Festival,16627.4,Slow
11-01-2024,MEESHO_KOL_01,PROD_00467,Car Accessories,East,,144,207,137,3799.4,0.25,STORM,Onam Festival,3773.94,Low
10-10-2024,JIOMART_PAT_01,PROD_00433,Cosmetics,East,1196,9,1175,829,897.68,0.4,Storm,TRUE,830.97,Peak
26-08-2024,DMART_DEL_02,PROD_00258,BEAUTY,North,1111,376,458,461,676.16,0.37,Overcast,Holi Offer,580.62,Normal
02-10-2023,DMART_DEL_02,PROD_00128,ELECTRONICS,North,1090,356,1220,343,18344.7,0.43,,Independence Day,19259.96,High
14-12-2023,BIGBAZAAR_NGP_01,PROD_00263,Auto,West,3255,1057,1147,982,3559.83,0.07,Windy,1,3574.47,Peak
12-04-2023,AMAZON_MUM_02,PROD_00330,furniture,West,1352,564,1243,689,14163.04,0.02,Breezy,FALSE,11896.38,High
28-08-2023,AMAZON_DEL_01,PROD_00049,Sport,North,,125,277,156,,0.19,clear,Eid Special,1749.02,Medium
26-05-2022,BIGBAZAAR_NGP_01,PROD_00334,Apparel,West,14947,361,0,359,1637.31,0.16,Storm,NO,1270.89,Medium
05-03-2022,AMAZON_DEL_01,PROD_00449,BOOKS,North,555,175,556,131,421.76,0.11,RAINY,none,533.59,Medium
05-09-2024,JIOMART_PAT_01,PROD_00248,books,East,251,469,187,572,401.38,0.03,stormy,New Year Sale,299.75,Average
18-10-2023,MEESHO_HYD_02,PROD_00022,Furniture,South,884,367,299,473,10965.27,,Drizzle,Republic Day,8874.81,High
